PFI,FEATURE_ID,PARENT_FEA,FEATURE_TY,FEATURE_SU,FEATURE_ST,NAME,NAME_LABEL,PARENT_NAM,CHILD_EXIS,AUTH_ORG_C,AUTH_ORG_I,AUTH_ORG_V,VMADD_PFI,VICNAMES_I,VICNAMES_S,THEME1,THEME2,STATE,CREATE_DAT,SUPERCEDED,CREATE_DA0,OBJECTID
135789,135789,,emergency facility,police station,,BRANXHOLME POLICE STATION,Branxholme Police Station,,,107,WBX,"""2021-04-20T00:00:00.000Z""",53996989,3288,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887945
135807,135807,,emergency facility,police station,,BRIAGOLONG POLICE STATION,Briagolong Police Station,,,107,EBG,"""2021-04-20T00:00:00.000Z""",53260848,3357,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887946
135868,135868,,emergency facility,police station,,BROADMEADOWS POLICE STATION,Broadmeadows Police Station,,,107,NBS,"""2021-04-20T00:00:00.000Z""",53578490,3518,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887950
135916,135916,,emergency facility,police station,,BRUNSWICK POLICE STATION,Brunswick Police Station,,,107,NBW,"""2021-04-20T00:00:00.000Z""",50223825,3666,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887951
135924,135924,,emergency facility,police station,,BRUTHEN POLICE STATION,Bruthen Police Station,,,107,EBT,"""2021-04-20T00:00:00.000Z""",134114462,3686,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887952
135932,135932,,emergency facility,police station,,BUCHAN POLICE STATION,Buchan Police Station,,,107,EBX,"""2021-04-20T00:00:00.000Z""",134112276,3723,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887953
135996,135996,,emergency facility,police station,,BUNINYONG POLICE STATION,Buninyong Police Station,,,107,WBY,"""2021-04-20T00:00:00.000Z""",52165898,4076,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887954
136003,136003,,emergency facility,police station,,BUNYIP POLICE STATION,Bunyip Police Station,,,107,SBP,"""2021-04-20T00:00:00.000Z""",53405188,4101,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887955
136043,136043,,emergency facility,police station,,BURWOOD POLICE STATION,Burwood Police Station,,,107,EBD,"""2021-04-20T00:00:00.000Z""",50234816,4255,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887956
135820,135820,,emergency facility,police station,,BRIDGEWATER POLICE STATION,Bridgewater Police Station,,,107,WBD,"""2021-04-20T00:00:00.000Z""",52232932,3394,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887947
137710,137710,,emergency facility,police station,,FAWKNER POLICE STATION,Fawkner Police Station,,,107,NFK,"""2021-04-20T00:00:00.000Z""",173679665,8929,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888012
137766,137766,,emergency facility,police station,,FITZROY POLICE STATION,Fitzroy Police Station,,,107,NFZ,"""2021-04-20T00:00:00.000Z""",219088806,9127,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888013
137773,137773,,emergency facility,police station,,FLEMINGTON POLICE STATION,Flemington Police Station,,,107,NFM,"""2021-04-20T00:00:00.000Z""",51466662,9204,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888014
137790,137790,,emergency facility,police station,,FOOTSCRAY POLICE STATION,Footscray Police Station,,,107,NFC,"""2021-04-20T00:00:00.000Z""",219702148,9293,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888015
137813,137813,,emergency facility,police station,,FORREST POLICE STATION,Forrest Police Station,,,107,WFO,"""2021-04-20T00:00:00.000Z""",218960902,9363,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888016
137819,137819,,emergency facility,police station,,FOSTER POLICE STATION,Foster Police Station,,,107,EFS,"""2021-04-20T00:00:00.000Z""",53220154,9381,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888017
137846,137846,,emergency facility,police station,,FRANKSTON POLICE STATION,Frankston Police Station,,,107,SFK,"""2021-04-20T00:00:00.000Z""",52075679,9472,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888018
137915,137915,,emergency facility,police station,,GEELONG POLICE STATION,Geelong Police Station,,,107,WGL,"""2021-04-20T00:00:00.000Z""",426461773,9799,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888019
137986,137986,,emergency facility,police station,,GISBORNE POLICE STATION,Gisborne Police Station,,,107,WGS,"""2021-04-20T00:00:00.000Z""",426094826,10026,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888020
138052,138052,,emergency facility,police station,,GLEN WAVERLEY POLICE STATION,Glen Waverley Police Station,,,107,EGW,"""2021-04-20T00:00:00.000Z""",53009943,10088,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888021
138181,138181,,emergency facility,police station,,GLENROWAN POLICE STATION,Glenrowan Police Station,,,107,EGE,"""2021-04-20T00:00:00.000Z""",134167961,10243,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888022
138259,138259,,emergency facility,police station,,GOORNONG POLICE STATION,Goornong Police Station,,,107,WGN,"""2021-04-20T00:00:00.000Z""",428058845,10445,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888023
138267,138267,,emergency facility,police station,,GORDON POLICE STATION,Gordon Police Station,,,107,WGR,"""2021-04-20T00:00:00.000Z""",125557792,10486,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888024
138271,138271,,emergency facility,police station,,GOROKE POLICE STATION,Goroke Police Station,,,107,WGK,"""2021-04-20T00:00:00.000Z""",134177343,10513,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888025
138380,138380,,emergency facility,police station,,GREENSBOROUGH POLICE STATION,Greensborough Police Station,,,107,NGB,"""2021-04-20T00:00:00.000Z""",53578579,10855,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888026
138463,138463,,emergency facility,police station,,GUNBOWER POLICE STATION,Gunbower Police Station,,,107,WGO,"""2021-04-20T00:00:00.000Z""",134108215,11015,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888027
138526,138526,,emergency facility,police station,,HALLS GAP POLICE STATION,Halls Gap Police Station,,,107,WHG,"""2021-04-20T00:00:00.000Z""",53888504,-1384127,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888028
138531,138531,,emergency facility,police station,,HAMILTON POLICE STATION,Hamilton Police Station,,,107,WHA,"""2021-04-20T00:00:00.000Z""",134165315,11178,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888029
138572,138572,,emergency facility,police station,,HARROW POLICE STATION,Harrow Police Station,,,107,WHR,"""2021-04-20T00:00:00.000Z""",129136733,11323,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888030
138579,138579,,emergency facility,police station,,HASTINGS POLICE STATION,Hastings Police Station,,,107,SHS,"""2021-04-20T00:00:00.000Z""",53633890,11350,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888031
138623,138623,,emergency facility,police station,,HEALESVILLE POLICE STATION,Healesville Police Station,,,107,EHV,"""2021-04-20T00:00:00.000Z""",52130484,11470,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888032
138635,138635,,emergency facility,police station,,HEATHCOTE POLICE STATION,Heathcote Police Station,,,107,WHC,"""2021-04-20T00:00:00.000Z""",54052426,11496,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888033
138662,138662,,emergency facility,police station,,HEIDELBERG POLICE STATION,Heidelberg Police Station,,,107,NHL,"""2021-04-20T00:00:00.000Z""",218748772,11549,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888034
138698,138698,,emergency facility,police station,,HEYFIELD POLICE STATION,Heyfield Police Station,,,107,EHF,"""2021-04-20T00:00:00.000Z""",53398454,11657,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888035
138704,138704,,emergency facility,police station,,HEYWOOD POLICE STATION,Heywood Police Station,,,107,WHY,"""2021-04-20T00:00:00.000Z""",129376414,11681,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888036
138865,138865,,emergency facility,police station,,HOPETOUN POLICE STATION,Hopetoun Police Station,,,107,WHP,"""2021-04-20T00:00:00.000Z""",53369702,11945,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888037
138880,138880,,emergency facility,police station,,HORSHAM POLICE STATION,Horsham Police Station,,,107,WHM,"""2021-04-20T00:00:00.000Z""",53653451,12044,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888038
138927,138927,,emergency facility,police station,,HURSTBRIDGE POLICE STATION,Hurstbridge Police Station,,,107,NHB,"""2021-04-20T00:00:00.000Z""",52173172,12224,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888039
138991,138991,,emergency facility,police station,,INGLEWOOD POLICE STATION,Inglewood Police Station,,,107,WIW,"""2021-04-20T00:00:00.000Z""",54281786,12298,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888040
139008,139008,,emergency facility,police station,,INVERLEIGH POLICE STATION,Inverleigh Police Station,,,107,WIV,"""2021-04-20T00:00:00.000Z""",53173589,12323,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888041
139011,139011,,emergency facility,police station,,INVERLOCH POLICE STATION,Inverloch Police Station,,,107,EIL,"""2021-04-20T00:00:00.000Z""",134182969,12328,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888042
139086,139086,,emergency facility,police station,,JAMIESON POLICE STATION,Jamieson Police Station,,,107,EJM,"""2021-04-20T00:00:00.000Z""",54392589,12559,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888043
139117,139117,,emergency facility,police station,,JEPARIT POLICE STATION,Jeparit Police Station,,,107,WJP,"""2021-04-20T00:00:00.000Z""",52231785,12656,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888044
139251,139251,,emergency facility,police station,,KANIVA POLICE STATION,Kaniva Police Station,,,107,WKV,"""2021-04-20T00:00:00.000Z""",134177553,13097,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888045
139316,139316,,emergency facility,police station,,KATAMATITE POLICE STATION,Katamatite Police Station,,,107,EKT,"""2021-04-20T00:00:00.000Z""",,13175,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888046
139343,139343,,emergency facility,police station,,KEILOR DOWNS POLICE STATION,Keilor Downs Police Station,,,107,NKD,"""2021-04-20T00:00:00.000Z""",53427059,-1384138,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888047
139398,139398,,emergency facility,police station,,KERANG POLICE STATION,Kerang Police Station,,,107,WKG,"""2021-04-20T00:00:00.000Z""",428761529,13385,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888048
139501,139501,,emergency facility,police station,,KILMORE POLICE STATION,Kilmore Police Station,,,107,EKM,"""2021-04-20T00:00:00.000Z""",129627402,13543,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888049
139522,139522,,emergency facility,police station,,KINGLAKE POLICE STATION,Kinglake Police Station,,,107,EKL,"""2021-04-20T00:00:00.000Z""",54662206,-1384118,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888050
139579,139579,,emergency facility,police station,,KNOX POLICE STATION,Knox Police Station,,,107,EKX,"""2021-04-20T00:00:00.000Z""",207324733,-1384129,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888051
140087,140087,,emergency facility,police station,,LORNE POLICE STATION,Lorne Police Station,,,107,WLO,"""2021-04-20T00:00:00.000Z""",54724502,15574,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888073
140187,140187,,emergency facility,police station,,MACARTHUR POLICE STATION,Macarthur Police Station,,,107,WMT,"""2021-04-20T00:00:00.000Z""",134162800,15789,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888074
140194,140194,,emergency facility,police station,,MACEDON POLICE STATION,Macedon Police Station,,,107,WMC,"""2021-04-20T00:00:00.000Z""",135381275,15801,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888075
140215,140215,,emergency facility,police station,,MAFFRA POLICE STATION,Maffra Police Station,,,107,EMF,"""2021-04-20T00:00:00.000Z""",53260491,15876,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888076
140251,140251,,emergency facility,police station,,MALLACOOTA POLICE STATION,Mallacoota Police Station,,,107,EMC,"""2021-04-20T00:00:00.000Z""",54499240,16019,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888077
140262,140262,,emergency facility,police station,,MALMSBURY POLICE STATION,Malmsbury Police Station,,,107,WMA,"""2021-04-20T00:00:00.000Z""",135381779,16035,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888078
140265,140265,,emergency facility,police station,,MALVERN POLICE STATION,Malvern Police Station,,,107,SMV,"""2021-04-20T00:00:00.000Z""",53474039,16055,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888079
140273,140273,,emergency facility,police station,,MANANGATANG POLICE STATION,Manangatang Police Station,,,107,WMG,"""2021-04-20T00:00:00.000Z""",54246448,16071,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888080
139603,139603,,emergency facility,police station,,KOO WEE RUP POLICE STATION,Koo Wee Rup Police Station,,,107,SKR,"""2021-04-20T00:00:00.000Z""",53658856,-1384128,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888052
139621,139621,,emergency facility,police station,,KOONDROOK POLICE STATION,Koondrook Police Station,,,107,WKK,"""2021-04-20T00:00:00.000Z""",129379027,13827,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888053
139656,139656,,emergency facility,police station,,KOROIT POLICE STATION,Koroit Police Station,,,107,WKO,"""2021-04-20T00:00:00.000Z""",53690616,13897,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888054
139662,139662,,emergency facility,police station,,KORUMBURRA POLICE STATION,Korumburra Police Station,,,107,EKB,"""2021-04-20T00:00:00.000Z""",426468024,13926,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888055
139698,139698,,emergency facility,police station,,KYABRAM POLICE STATION,Kyabram Police Station,,,107,WKA,"""2021-04-20T00:00:00.000Z""",129801942,14027,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888056
139717,139717,,emergency facility,police station,,KYNETON POLICE STATION,Kyneton Police Station,,,107,WKY,"""2021-04-20T00:00:00.000Z""",131266285,14044,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888057
139747,139747,,emergency facility,police station,,LAKE BOGA POLICE STATION,Lake Boga Police Station,,,107,WLG,"""2021-04-20T00:00:00.000Z""",54246335,14171,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888058
139750,139750,,emergency facility,police station,,LAKE BOLAC POLICE STATION,Lake Bolac Police Station,,,107,WLB,"""2021-04-20T00:00:00.000Z""",134102417,14178,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888059
139768,139768,,emergency facility,police station,,LAKES ENTRANCE POLICE STATION,Lakes Entrance Police Station,,,107,ELE,"""2021-04-20T00:00:00.000Z""",53627167,14494,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888060
139799,139799,,emergency facility,police station,,LANCEFIELD POLICE STATION,Lancefield Police Station,,,107,WLF,"""2021-04-20T00:00:00.000Z""",425530172,14570,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888061
139811,139811,,emergency facility,police station,,LANG LANG POLICE STATION,Lang Lang Police Station,,,107,SLL,"""2021-04-20T00:00:00.000Z""",52043561,14597,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888063
139830,139830,,emergency facility,police station,,LARA POLICE STATION,Lara Police Station,,,107,WLA,"""2021-04-20T00:00:00.000Z""",53025077,14660,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888064
139872,139872,,emergency facility,police station,,LAVERS HILL POLICE STATION,Lavers Hill Police Station,,,107,WLH,"""2021-04-20T00:00:00.000Z""",134110851,-1384137,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888065
139877,139877,,emergency facility,police station,,LAVERTON POLICE STATION,Laverton Police Station,,,107,NLV,"""2021-04-20T00:00:00.000Z""",53612921,14734,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888066
139900,139900,,emergency facility,police station,,LEARMONTH POLICE STATION,Learmonth Police Station,,,107,WLM,"""2021-04-20T00:00:00.000Z""",431846096,14785,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888067
140307,140307,,emergency facility,police station,,MANSFIELD POLICE STATION,Mansfield Police Station,,,107,EMS,"""2021-04-20T00:00:00.000Z""",53337050,16126,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888081
140392,140392,,emergency facility,police station,,MARYBOROUGH POLICE STATION,Maryborough Police Station,,,107,WMY,"""2021-04-20T00:00:00.000Z""",131791717,16292,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888082
140488,140488,,emergency facility,police station,,MEENIYAN POLICE STATION,Meeniyan Police Station,,,107,EMI,"""2021-04-20T00:00:00.000Z""",134164536,16606,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888083
139925,139925,,emergency facility,police station,,LEONGATHA POLICE STATION,Leongatha Police Station,,,107,ELH,"""2021-04-20T00:00:00.000Z""",53219189,14858,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888068
139962,139962,,emergency facility,police station,,LILYDALE POLICE STATION,Lilydale Police Station,,,107,ELY,"""2021-04-20T00:00:00.000Z""",51507256,14982,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888070
140505,140505,,emergency facility,police station,,MELBOURNE EAST POLICE STATION,Melbourne East Police Station,,,107,NME,"""2021-04-20T00:00:00.000Z""",209510609,-1384124,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888084
140528,140528,,emergency facility,police station,,MELTON POLICE STATION,Melton Police Station,,,107,NMT,"""2021-04-20T00:00:00.000Z""",51114773,16661,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888085
140562,140562,,emergency facility,police station,,MERBEIN POLICE STATION,Merbein Police Station,,,107,WMB,"""2021-04-20T00:00:00.000Z""",53389235,16711,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888086
140573,140573,,emergency facility,police station,,MEREDITH POLICE STATION,Meredith Police Station,,,107,WMH,"""2021-04-20T00:00:00.000Z""",220581469,16726,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888087
140588,140588,,emergency facility,police station,,MERINO POLICE STATION,Merino Police Station,,,107,WMI,"""2021-04-20T00:00:00.000Z""",54752760,16751,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888088
140667,140667,,emergency facility,police station,,MILDURA POLICE STATION,Mildura Police Station,,,107,WML,"""2021-04-20T00:00:00.000Z""",425938301,16988,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888089
140690,140690,,emergency facility,police station,,MILL PARK POLICE STATION,Mill Park Police Station,,,107,NMP,"""2021-04-20T00:00:00.000Z""",50626346,-1384115,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888090
140741,140741,,emergency facility,police station,,MINYIP POLICE STATION,Minyip Police Station,,,107,WMN,"""2021-04-20T00:00:00.000Z""",129462089,17151,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888091
140744,140744,,emergency facility,police station,,MIRBOO NORTH POLICE STATION,Mirboo North Police Station,,,107,EMN,"""2021-04-20T00:00:00.000Z""",53215737,17172,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888092
139991,139991,,emergency facility,police station,,LINTON POLICE STATION,Linton Police Station,,,107,WLT,"""2021-04-20T00:00:00.000Z""",125188310,15055,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888071
140004,140004,,emergency facility,police station,,LISMORE POLICE STATION,Lismore Police Station,,,107,WLS,"""2021-04-20T00:00:00.000Z""",128979617,15075,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888072
140769,140769,,emergency facility,police station,,MITTA MITTA POLICE STATION,Mitta Mitta Police Station,,,107,EMM,"""2021-04-20T00:00:00.000Z""",54685832,17252,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888093
140785,140785,,emergency facility,police station,,MOE POLICE STATION,Moe Police Station,,,107,EMO,"""2021-04-20T00:00:00.000Z""",100179642,17291,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888094
140819,140819,,emergency facility,police station,,MONBULK POLICE STATION,Monbulk Police Station,,,107,EMK,"""2021-04-20T00:00:00.000Z""",51708379,17376,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888095
140859,140859,,emergency facility,police station,,MOONEE PONDS POLICE STATION,Moonee Ponds Police Station,,,107,NMO,"""2021-04-20T00:00:00.000Z""",53466593,17513,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888096
140868,140868,,emergency facility,police station,,MOORABBIN POLICE STATION,Moorabbin Police Station,,,107,SMB,"""2021-04-20T00:00:00.000Z""",53515747,17553,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888097
140887,140887,,emergency facility,police station,,MOOROOLBARK POLICE STATION,Mooroolbark Police Station,,,107,EMB,"""2021-04-20T00:00:00.000Z""",50998874,17616,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888098
140892,140892,,emergency facility,police station,,MOOROOPNA POLICE STATION,Mooroopna Police Station,,,107,EMP,"""2021-04-20T00:00:00.000Z""",,17631,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888099
140905,140905,,emergency facility,police station,,MORDIALLOC POLICE STATION,Mordialloc Police Station,,,107,SMD,"""2021-04-20T00:00:00.000Z""",54724370,17670,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888100
140920,140920,,emergency facility,police station,,MORNINGTON POLICE STATION,Mornington Police Station,,,107,SMT,"""2021-04-20T00:00:00.000Z""",206699276,17736,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888101
140930,140930,,emergency facility,police station,,MORTLAKE POLICE STATION,Mortlake Police Station,,,107,WMK,"""2021-04-20T00:00:00.000Z""",54286085,17792,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888102
140961,140961,,emergency facility,police station,,MOUNT BEAUTY POLICE STATION,Mount Beauty Police Station,,,107,EBY,"""2021-04-20T00:00:00.000Z""",131874824,17933,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888103
141289,141289,,emergency facility,police station,,NARRE WARREN POLICE STATION,Narre Warren Police Station,,,107,SNW,"""2021-04-20T00:00:00.000Z""",50937797,-1384122,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888114
140965,140965,,emergency facility,police station,,MOUNT BULLER POLICE STATION,Mount Buller Police Station,,,107,EMR,"""2021-04-20T00:00:00.000Z""",136021278,-1384121,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888104
140984,140984,,emergency facility,police station,,MOUNT EVELYN POLICE STATION,Mount Evelyn Police Station,,,107,EME,"""2021-04-20T00:00:00.000Z""",150256729,18184,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888105
140993,140993,,emergency facility,police station,,MOUNT HOTHAM POLICE STATION,Mount Hotham Police Station,,,107,EMZ,"""2021-04-20T00:00:00.000Z""",125399566,-1384104,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888106
141028,141028,,emergency facility,police station,,MOUNT WAVERLEY POLICE STATION,Mount Waverley Police Station,,,107,EMW,"""2021-04-20T00:00:00.000Z""",50641633,-1384103,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888107
141060,141060,,emergency facility,police station,,MOYHU POLICE STATION,Moyhu Police Station,,,107,EMY,"""2021-04-20T00:00:00.000Z""",134168723,18821,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888108
