PFI,FEATURE_ID,PARENT_FEA,FEATURE_TY,FEATURE_SU,FEATURE_ST,NAME,NAME_LABEL,PARENT_NAM,CHILD_EXIS,AUTH_ORG_C,AUTH_ORG_I,AUTH_ORG_V,VMADD_PFI,VICNAMES_I,VICNAMES_S,THEME1,THEME2,STATE,CREATE_DAT,SUPERCEDED,CREATE_DA0,OBJECTID
141299,141299,,emergency facility,police station,,NATHALIA POLICE STATION,Nathalia Police Station,,,107,ENT,"""2021-04-20T00:00:00.000Z""",53167080,19438,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888115
141130,141130,,emergency facility,police station,,MURCHISON POLICE STATION,Murchison Police Station,,,107,EMH,"""2021-04-20T00:00:00.000Z""",126272506,18960,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888109
141303,141303,,emergency facility,police station,,NATIMUK POLICE STATION,Natimuk Police Station,,,107,WNA,"""2021-04-20T00:00:00.000Z""",134144862,19450,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888116
141156,141156,,emergency facility,police station,,MURRAYVILLE POLICE STATION,Murrayville Police Station,,,107,WMV,"""2021-04-20T00:00:00.000Z""",129686368,19052,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888110
141174,141174,,emergency facility,police station,,MURTOA POLICE STATION,Murtoa Police Station,,,107,WMR,"""2021-04-20T00:00:00.000Z""",134186844,19098,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888111
141204,141204,,emergency facility,police station,,MYRTLEFORD POLICE STATION,Myrtleford Police Station,,,107,EMD,"""2021-04-20T00:00:00.000Z""",125090897,19208,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888112
141331,141331,,emergency facility,police station,,NEERIM SOUTH POLICE STATION,Neerim South Police Station,,,107,ENS,"""2021-04-20T00:00:00.000Z""",51841523,19522,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888117
141393,141393,,emergency facility,police station,,NEWSTEAD POLICE STATION,Newstead Police Station,,,107,WNE,"""2021-04-20T00:00:00.000Z""",53766195,19726,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888118
141401,141401,,emergency facility,police station,,NHILL POLICE STATION,Nhill Police Station,,,107,WNL,"""2021-04-20T00:00:00.000Z""",126313542,19759,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888119
141217,141217,,emergency facility,police station,,NAGAMBIE POLICE STATION,Nagambie Police Station,,,107,ENI,"""2021-04-20T00:00:00.000Z""",127523972,19244,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888113
141488,141488,71753,emergency facility,police station,,NORTHCOTE POLICE STATION,Northcote Police Station,NORTHCOTE SHOPPING PLAZA,,107,NNC,"""2021-04-20T00:00:00.000Z""",218964621,20072,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888120
141517,141517,,emergency facility,police station,,NUMURKAH POLICE STATION,Numurkah Police Station,,,107,ENM,"""2021-04-20T00:00:00.000Z""",54369549,20185,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888121
141542,141542,,emergency facility,police station,,NYAH POLICE STATION,Nyah Police Station,,,107,WNY,"""2021-04-20T00:00:00.000Z""",54522274,-1384108,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888122
141572,141572,,emergency facility,police station,,OAKLEIGH POLICE STATION,Oakleigh Police Station,,,107,EOL,"""2021-04-20T00:00:00.000Z""",52174251,20330,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888123
141642,141642,,emergency facility,police station,,OLINDA POLICE STATION,Olinda Police Station,,,107,EOD,"""2021-04-20T00:00:00.000Z""",207947081,20440,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888124
141657,141657,,emergency facility,police station,,OMEO POLICE STATION,Omeo Police Station,,,107,EOM,"""2021-04-20T00:00:00.000Z""",54401634,20469,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888125
141678,141678,,emergency facility,police station,,ORBOST POLICE STATION,Orbost Police Station,,,107,EOB,"""2021-04-20T00:00:00.000Z""",52115363,20532,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888126
141735,141735,,emergency facility,police station,,OUYEN POLICE STATION,Ouyen Police Station,,,107,WOY,"""2021-04-20T00:00:00.000Z""",134155082,20607,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888127
141763,141763,,emergency facility,police station,,PAKENHAM POLICE STATION,Pakenham Police Station,,,107,SPK,"""2021-04-20T00:00:00.000Z""",150312497,-1384139,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888128
141900,141900,,emergency facility,police station,,PENSHURST POLICE STATION,Penshurst Police Station,,,107,WPT,"""2021-04-20T00:00:00.000Z""",130522738,21020,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888129
141939,141939,,emergency facility,police station,,PIANGIL POLICE STATION,Piangil Police Station,,,107,WPG,"""2021-04-20T00:00:00.000Z""",134166620,21158,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888130
142048,142048,,emergency facility,police station,,PORT CAMPBELL POLICE STATION,Port Campbell Police Station,,,107,WPC,"""2021-04-20T00:00:00.000Z""",52174511,21638,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888131
142051,142051,,emergency facility,police station,,PORT FAIRY POLICE STATION,Port Fairy Police Station,,,107,WPF,"""2021-04-20T00:00:00.000Z""",53358618,21647,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888132
142330,142330,,emergency facility,police station,,RIDDELLS CREEK POLICE STATION,Riddells Creek Police Station,,,107,WRD,"""2021-04-20T00:00:00.000Z""",53162611,22597,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888147
142337,142337,,emergency facility,police station,,RINGWOOD POLICE STATION,Ringwood Police Station,,,107,ERW,"""2021-04-20T00:00:00.000Z""",51102757,22645,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888148
142415,142415,,emergency facility,police station,,ROBINVALE POLICE STATION,Robinvale Police Station,,,107,WRN,"""2021-04-20T00:00:00.000Z""",129517012,22765,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888149
142060,142060,,emergency facility,police station,,PORTARLINGTON POLICE STATION,Portarlington Police Station,,,107,WPA,"""2021-04-20T00:00:00.000Z""",212177510,21667,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888133
142064,142064,,emergency facility,police station,,PORTLAND POLICE STATION,Portland Police Station,,,107,WPL,"""2021-04-20T00:00:00.000Z""",53162575,21687,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888134
142425,142425,,emergency facility,police station,,ROCHESTER POLICE STATION,Rochester Police Station,,,107,WRC,"""2021-04-20T00:00:00.000Z""",53165285,22783,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888150
142083,142083,,emergency facility,police station,,PRAHRAN POLICE STATION,Prahran Police Station,,,107,SPH,"""2021-04-20T00:00:00.000Z""",53656244,21779,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888135
142474,142474,,emergency facility,police station,,ROKEWOOD POLICE STATION,Rokewood Police Station,,,107,WRK,"""2021-04-20T00:00:00.000Z""",53372484,22885,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888151
142486,142486,,emergency facility,police station,,ROMSEY POLICE STATION,Romsey Police Station,,,107,WRS,"""2021-04-20T00:00:00.000Z""",135627618,22899,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888152
142096,142096,,emergency facility,police station,,PRESTON POLICE STATION,Preston Police Station,,,107,NPS,"""2021-04-20T00:00:00.000Z""",150677292,21809,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888136
142520,142520,,emergency facility,police station,,ROSEBUD POLICE STATION,Rosebud Police Station,,,107,SRO,"""2021-04-20T00:00:00.000Z""",211914608,22945,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888153
142528,142528,,emergency facility,police station,,ROSEDALE POLICE STATION,Rosedale Police Station,,,107,ERL,"""2021-04-20T00:00:00.000Z""",53261555,22958,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888154
142159,142159,,emergency facility,police station,,PYALONG POLICE STATION,Pyalong Police Station,,,107,EPY,"""2021-04-20T00:00:00.000Z""",432149373,21952,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888137
142580,142580,,emergency facility,police station,,ROWVILLE POLICE STATION,Rowville Police Station,,,107,ERV,"""2021-04-20T00:00:00.000Z""",150692072,-1384098,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888155
142163,142163,,emergency facility,police station,,PYRAMID HILL POLICE STATION,Pyramid Hill Police Station,,,107,WPH,"""2021-04-20T00:00:00.000Z""",54443754,21972,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888138
142783,142783,,emergency facility,police station,,RUPANYUP POLICE STATION,Rupanyup Police Station,,,107,WRY,"""2021-04-20T00:00:00.000Z""",54275108,23183,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888156
142792,142792,,emergency facility,police station,,RUSHWORTH POLICE STATION,Rushworth Police Station,,,107,WRH,"""2021-04-20T00:00:00.000Z""",432835312,23201,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888157
142797,142797,,emergency facility,police station,,RUTHERGLEN POLICE STATION,Rutherglen Police Station,,,107,ERG,"""2021-04-20T00:00:00.000Z""",134145309,23237,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888158
142169,142169,,emergency facility,police station,,QUAMBATOOK POLICE STATION,Quambatook Police Station,,,107,WQM,"""2021-04-20T00:00:00.000Z""",100220545,21996,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888139
142810,142810,,emergency facility,police station,,RYE POLICE STATION,Rye Police Station,,,107,SRY,"""2021-04-20T00:00:00.000Z""",53632841,23275,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888159
142833,142833,,emergency facility,police station,,SALE POLICE STATION,Sale Police Station,,,107,ESL,"""2021-04-20T00:00:00.000Z""",125363204,23456,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888160
142860,142860,,emergency facility,police station,,SAN REMO POLICE STATION,San Remo Police Station,,,107,ESN,"""2021-04-20T00:00:00.000Z""",132323134,-1384101,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888161
142914,142914,,emergency facility,police station,,SEA LAKE POLICE STATION,Sea Lake Police Station,,,107,WSA,"""2021-04-20T00:00:00.000Z""",53034482,23893,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888162
142181,142181,,emergency facility,police station,,QUEENSCLIFF POLICE STATION,Queenscliff Police Station,,,107,WQC,"""2021-04-20T00:00:00.000Z""",53631929,22053,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888140
142206,142206,,emergency facility,police station,,RAINBOW POLICE STATION,Rainbow Police Station,,,107,WRW,"""2021-04-20T00:00:00.000Z""",429254821,22140,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888141
142237,142237,650581,emergency facility,police station,,RAWSON POLICE STATION,Rawson Police Station,CROXFORD PARK,,107,ERN,"""2021-04-20T00:00:00.000Z""",125764494,22207,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888142
142947,142947,,emergency facility,police station,,SERPENTINE POLICE STATION,Serpentine Police Station,,,107,WSR,"""2021-04-20T00:00:00.000Z""",129394144,-1384119,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888163
142957,142957,,emergency facility,police station,,SEYMOUR POLICE STATION,Seymour Police Station,,,107,ESY,"""2021-04-20T00:00:00.000Z""",134157318,24061,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888164
142240,142240,,emergency facility,police station,,RAYWOOD POLICE STATION,Raywood Police Station,,,107,WRA,"""2021-04-20T00:00:00.000Z""",134118319,22224,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888143
142998,142998,,emergency facility,police station,,SHEPPARTON POLICE STATION,Shepparton Police Station,,,107,ESP,"""2021-04-20T00:00:00.000Z""",425956877,24262,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888165
142248,142248,,emergency facility,police station,,RED CLIFFS POLICE STATION,Red Cliffs Police Station,,,107,WRE,"""2021-04-20T00:00:00.000Z""",53379542,22271,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888144
143063,143063,,emergency facility,police station,,SKIPTON POLICE STATION,Skipton Police Station,,,107,WSI,"""2021-04-20T00:00:00.000Z""",53987047,24453,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888166
143080,143080,,emergency facility,police station,,SMYTHESDALE POLICE STATION,Smythesdale Police Station,,,107,WSL,"""2021-04-20T00:00:00.000Z""",53375910,24589,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888167
143122,143122,,emergency facility,police station,,SORRENTO POLICE STATION,Sorrento Police Station,,,107,SSO,"""2021-04-20T00:00:00.000Z""",54627602,24707,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888168
142297,142297,,emergency facility,police station,,RESERVOIR POLICE STATION,Reservoir Police Station,,,107,NRR,"""2021-04-20T00:00:00.000Z""",429470866,-1939526,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888145
143145,143145,,emergency facility,police station,,SOUTH MELBOURNE POLICE STATION,South Melbourne Police Station,,,107,SSM,"""2021-04-20T00:00:00.000Z""",53658716,24759,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888169
143181,143181,,emergency facility,police station,,SPEED POLICE STATION,Speed Police Station,,,107,WSE,"""2021-04-20T00:00:00.000Z""",54304708,24836,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888170
143230,143230,,emergency facility,police station,,SPRINGVALE POLICE STATION,Springvale Police Station,,,107,SSV,"""2021-04-20T00:00:00.000Z""",202935965,25014,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888171
143293,143293,,emergency facility,police station,,ST ARNAUD POLICE STATION,St Arnaud Police Station,,,107,WSD,"""2021-04-20T00:00:00.000Z""",54240450,103666,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888172
143510,143510,,emergency facility,police station,,ST KILDA POLICE STATION,St Kilda Police Station,,,107,SSK,"""2021-04-20T00:00:00.000Z""",53151982,103689,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888173
143741,143741,,emergency facility,police station,,STANHOPE POLICE STATION,Stanhope Police Station,,,107,WST,"""2021-04-20T00:00:00.000Z""",422299299,25069,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888174
143755,143755,,emergency facility,police station,,STAWELL POLICE STATION,Stawell Police Station,,,107,WSW,"""2021-04-20T00:00:00.000Z""",54242418,25137,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888175
143814,143814,,emergency facility,police station,,STRATFORD POLICE STATION,Stratford Police Station,,,107,ESF,"""2021-04-20T00:00:00.000Z""",54412890,25420,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888176
143880,143880,,emergency facility,police station,,SUNBURY POLICE STATION,Sunbury Police Station,,,107,NSB,"""2021-04-20T00:00:00.000Z""",52167076,25628,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888177
143925,143925,,emergency facility,police station,,SUNSHINE POLICE STATION,Sunshine Police Station,,,107,NSS,"""2021-04-20T00:00:00.000Z""",151489819,25680,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888178
143960,143960,,emergency facility,police station,,SWAN HILL POLICE STATION,Swan Hill Police Station,,,107,WSH,"""2021-04-20T00:00:00.000Z""",131487026,25779,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888179
142321,142321,,emergency facility,police station,,RICHMOND POLICE STATION,Richmond Police Station,,,107,NRM,"""2021-04-20T00:00:00.000Z""",54025919,22579,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888146
143985,143985,,emergency facility,police station,,SWIFTS CREEK POLICE STATION,Swifts Creek Police Station,,,107,ESC,"""2021-04-20T00:00:00.000Z""",134112776,25832,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1888180
136105,136105,,emergency facility,police station,,CAMBERWELL POLICE STATION,Camberwell Police Station,,,107,ECL,"""2021-04-20T00:00:00.000Z""",52128332,4460,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887957
136128,136128,,emergency facility,police station,,CAMPERDOWN POLICE STATION,Camperdown Police Station,,,107,WCD,"""2021-04-20T00:00:00.000Z""",51126532,4580,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887958
136150,136150,,emergency facility,police station,,CANN RIVER POLICE STATION,Cann River Police Station,,,107,ECR,"""2021-04-20T00:00:00.000Z""",135380642,4622,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887959
136248,136248,,emergency facility,police station,,CAROLINE SPRINGS POLICE STATION,Caroline Springs Police Station,,,107,NCL,"""2021-04-20T00:00:00.000Z""",210240531,-1384112,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887960
136295,136295,,emergency facility,police station,,CASTERTON POLICE STATION,Casterton Police Station,,,107,WCT,"""2021-04-20T00:00:00.000Z""",54297756,4945,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887961
136302,136302,,emergency facility,police station,,CASTLEMAINE POLICE STATION,Castlemaine Police Station,,,107,WCM,"""2021-04-20T00:00:00.000Z""",53306263,4973,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887962
136336,136336,,emergency facility,police station,,CAULFIELD POLICE STATION,Caulfield Police Station,,,107,SCF,"""2021-04-20T00:00:00.000Z""",53666217,5037,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887963
136352,136352,,emergency facility,police station,,CAVENDISH POLICE STATION,Cavendish Police Station,,,107,WCV,"""2021-04-20T00:00:00.000Z""",132914321,5066,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887964
136402,136402,,emergency facility,police station,,CHARLTON POLICE STATION,Charlton Police Station,,,107,WCN,"""2021-04-20T00:00:00.000Z""",53140854,5288,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887965
136415,136415,,emergency facility,police station,,CHELSEA POLICE STATION,Chelsea Police Station,,,107,SCS,"""2021-04-20T00:00:00.000Z""",54544628,5315,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887966
136423,136423,,emergency facility,police station,,CHELTENHAM POLICE STATION,Cheltenham Police Station,,,107,SCH,"""2021-04-20T00:00:00.000Z""",219021082,5327,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887967
136446,136446,,emergency facility,police station,,CHILTERN POLICE STATION,Chiltern Police Station,,,107,ECT,"""2021-04-20T00:00:00.000Z""",420340490,5409,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887968
136480,136480,,emergency facility,police station,,CHURCHILL POLICE STATION,Churchill Police Station,,,107,ECC,"""2021-04-20T00:00:00.000Z""",54567498,5515,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887969
136518,136518,,emergency facility,police station,,CLAYTON POLICE STATION,Clayton Police Station,,,107,ECY,"""2021-04-20T00:00:00.000Z""",52154682,5585,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887970
136567,136567,,emergency facility,police station,,CLUNES POLICE STATION,Clunes Police Station,,,107,WCU,"""2021-04-20T00:00:00.000Z""",134125057,5691,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887971
136593,136593,,emergency facility,police station,,COBDEN POLICE STATION,Cobden Police Station,,,107,WCB,"""2021-04-20T00:00:00.000Z""",53976506,5754,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887972
136599,136599,,emergency facility,police station,,COBRAM POLICE STATION,Cobram Police Station,,,107,ECB,"""2021-04-20T00:00:00.000Z""",54403234,5776,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887973
136628,136628,,emergency facility,police station,,COHUNA POLICE STATION,Cohuna Police Station,,,107,WCH,"""2021-04-20T00:00:00.000Z""",53749368,5872,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887974
136638,136638,,emergency facility,police station,,COLAC POLICE STATION,Colac Police Station,,,107,WCC,"""2021-04-20T00:00:00.000Z""",134110854,5899,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887975
136662,136662,,emergency facility,police station,,COLERAINE POLICE STATION,Coleraine Police Station,,,107,WCE,"""2021-04-20T00:00:00.000Z""",50008536,-1384117,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887976
136672,136672,,emergency facility,police station,,COLLINGWOOD POLICE STATION,Collingwood Police Station,,,107,NCW,"""2021-04-20T00:00:00.000Z""",219089160,5975,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887977
136799,136799,,emergency facility,police station,,CORIO POLICE STATION,Corio Police Station,,,107,WCO,"""2021-04-20T00:00:00.000Z""",53028745,-1384142,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887978
136835,136835,,emergency facility,police station,,CORRYONG POLICE STATION,Corryong Police Station,,,107,ECG,"""2021-04-20T00:00:00.000Z""",53309722,6356,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887979
136861,136861,,emergency facility,police station,,COWES POLICE STATION,Cowes Police Station,,,107,ECS,"""2021-04-20T00:00:00.000Z""",125076019,6424,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887980
136874,136874,647011,emergency facility,police station,,CRAIGIEBURN POLICE STATION,Craigieburn Police Station,,,107,NCI,"""2021-04-20T00:00:00.000Z""",51194558,-1384100,11,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887981
136884,136884,,emergency facility,police station,,CRANBOURNE POLICE STATION,Cranbourne Police Station,,,107,SCN,"""2021-04-20T00:00:00.000Z""",53151775,6473,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887982
136908,136908,,emergency facility,police station,,CRESSY POLICE STATION,Cressy Police Station,,,107,WCY,"""2021-04-20T00:00:00.000Z""",123905789,6524,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887983
136914,136914,,emergency facility,police station,,CRESWICK POLICE STATION,Creswick Police Station,,,107,WCK,"""2021-04-20T00:00:00.000Z""",134124745,6540,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887984
136932,136932,,emergency facility,police station,,CROYDON POLICE STATION,Croydon Police Station,,,107,ECD,"""2021-04-20T00:00:00.000Z""",150259493,6639,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887985
136966,136966,,emergency facility,police station,,CULGOA POLICE STATION,Culgoa Police Station,,,107,WCA,"""2021-04-20T00:00:00.000Z""",54178411,6685,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887986
137030,137030,,emergency facility,police station,,DANDENONG POLICE STATION,Dandenong Police Station,,,107,SDG,"""2021-04-20T00:00:00.000Z""",218991526,6861,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887987
137075,137075,,emergency facility,police station,,DARTMOOR POLICE STATION,Dartmoor Police Station,,,107,WDT,"""2021-04-20T00:00:00.000Z""",134117428,6970,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887988
137089,137089,,emergency facility,police station,,DAYLESFORD POLICE STATION,Daylesford Police Station,,,107,WDF,"""2021-04-20T00:00:00.000Z""",128030844,7029,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887989
137104,137104,,emergency facility,police station,,DEDERANG POLICE STATION,Dederang Police Station,,,107,EDE,"""2021-04-20T00:00:00.000Z""",54388922,7121,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887990
137176,137176,,emergency facility,police station,,DIAMOND CREEK POLICE STATION,Diamond Creek Police Station,,,107,NDD,"""2021-04-20T00:00:00.000Z""",219067915,7401,10,,,VIC,"""2009-05-21T00:00:00.000Z""",,"""2021-04-22T00:00:00.000Z""",1887991
